placename,statecode,lat,lon
Columbus,OH,39.9611755,-82.9987942
Reynoldsburg,OH,39.9547861,-82.8121191
Sandusky,OH,41.4489397,-82.7079605
South Lebanon,OH,39.3708927,-84.2132698
Springdale,OH,39.287002,-84.4852213
Springfield,OH,39.9242266,-83.8088172
Stow,OH,41.1595005,-81.4403898
Streetsboro,OH,41.2392227,-81.3459405
Strongsville,OH,41.3144966,-81.83569
Dayton,OH,39.7589478,-84.1916069
Toledo,OH,41.6639383,-83.555212
Toledo,OH,41.6639383,-83.555212
Rossford,OH,41.6097726,-83.5643782
Holland,OH,41.621718,-83.711604
Trotwood,OH,39.7972788,-84.3113334
University Heights,OH,39.2842399,-82.1387564
Wadsworth,OH,41.0256101,-81.7298519
West Chester,OH,40.2336795,-81.3442776
Cincinnati,OH,39.1620036,-84.4568863
Whitehall,OH,39.9667308,-82.8854559
Willoughby,OH,41.6397696,-81.4065011
Broken Arrow,OK,36.0525993,-95.7908195
Edmond,OK,35.6528323,-97.4780954
Midwest City,OK,35.4495065,-97.3967019
Moore,OK,35.3395079,-97.4867028
Norman,OK,35.2225668,-97.4394777
Oklahoma City,OK,35.4675602,-97.5164276
Oklahoma City,OK,35.4675602,-97.5164276
Oklahoma City,OK,35.4675602,-97.5164276
Owasso,OK,36.2695388,-95.8547119
Oklahoma City,OK,35.4675602,-97.5164276
Tulsa,OK,36.1539816,-95.992775
Tulsa,OK,36.1539816,-95.992775
Tulsa,OK,36.1539816,-95.992775
Tulsa,OK,36.1539816,-95.992775
Yukon,OK,35.5067215,-97.7625442
Albany,OR,44.6365107,-123.1059282
Beaverton,OR,45.487062,-122.8037102
Bend,OR,44.0581728,-121.3153096
Clackamas,OR,45.4076205,-122.5703692
Eugene,OR,44.0520691,-123.0867536
Fairview,OR,43.2167775,-124.0737143
Hillsboro,OR,45.5228939,-122.989827
Keizer,OR,44.9901194,-123.0262077
Medford,OR,42.3265153,-122.8755949
Portland,OR,45.5234515,-122.6762071
Portland,OR,45.5234515,-122.6762071
Portland,OR,45.5234515,-122.6762071
Salem,OR,44.9428975,-123.0350963
Sherwood,OR,45.3565074,-122.840098
Springfield,OR,44.0462362,-123.0220289
Beaverton,OR,45.487062,-122.8037102
Tigard,OR,45.4312294,-122.7714861
Wilsonville,OR,45.2998418,-122.7737062
Abington,PA,40.1206656,-75.1179512
Allentown,PA,40.4275693,-79.9939418
Altoona,PA,40.5186809,-78.3947359
Butler,PA,40.8611755,-79.8953328
Carlisle,PA,40.2014771,-77.1888704
Monaca,PA,40.6872885,-80.2714505
Chambersburg,PA,39.9375911,-77.6611022
Philadelphia,PA,39.952335,-75.163789
Glen Mills,PA,39.9192772,-75.4915896
Cranberry Twp,PA,-9999,-9999
Dickson City,PA,41.4714693,-75.607688
East Liberty,PA,40.4606245,-79.922829
Erie,PA,42.1292241,-80.085059
Reading,PA,40.3356483,-75.9268747
Exton,PA,40.0289955,-75.6207651
Greensburg,PA,40.3014581,-79.5389289
Hanover,PA,39.8006554,-76.9830358
Allentown,PA,40.4275693,-79.9939418
Pittsburgh,PA,40.4406248,-79.9958864
Harrisburg,PA,40.2737002,-76.8844179
Harrisburg,PA,40.2737002,-76.8844179
Lancaster,PA,40.0378755,-76.3055144
Easton,PA,41.1272847,-79.5408798
Malvern,PA,40.0362185,-75.5138118
Pittsburgh,PA,40.4406248,-79.9958864
Mechanicsburg,PA,40.5617332,-80.4028424
Monroeville,PA,40.4211798,-79.7881025
North Wales,PA,40.2109404,-75.2782317
Pittsburgh,PA,40.4406248,-79.9958864
Temple,PA,40.4087043,-75.9215962
Bensalem,PA,40.1045549,-74.951279
Pittsburgh,PA,40.4406248,-79.9958864
North Huntingdon,PA,-9999,-9999
Langhorne,PA,40.1745538,-74.9226665
Philadelphia,PA,39.952335,-75.163789
Philadelphia,PA,39.952335,-75.163789
Philadelphia,PA,39.952335,-75.163789
Philadelphia,PA,39.952335,-75.163789
Philadelphia,PA,39.952335,-75.163789
Plymouth Meeting,PA,40.102332,-75.2743467
Gibsonia,PA,40.6300671,-79.9695004
Quakertown,PA,40.4417682,-75.3415667
Pittsburgh,PA,40.4406248,-79.9958864
Selinsgrove,PA,40.7989736,-76.8621935
Uniontown,PA,40.7047883,-78.8305848
Wyomissing,PA,40.329537,-75.9652117
Springfield,PA,39.9306677,-75.3201879
Springfield,PA,39.9306677,-75.3201879
State College,PA,40.793395,-77.8600013
Stroudsburg,PA,40.9867609,-75.1946248
Royersford,PA,40.1842688,-75.5379639
Oaks,PA,40.1317722,-75.4596319
Exton,PA,40.0289955,-75.6207651
Warrington,PA,40.2492741,-75.1340604
Lititz,PA,40.1573169,-76.3069014
Washington,PA,40.2023089,-77.4780419
Homestead,PA,40.4059025,-79.9119948
West Mifflin,PA,40.3634026,-79.8664375
Pottstown,PA,40.2453741,-75.6496302
Wilkes-Barre Township,PA,-9999,-9999
Muncy,PA,41.2056373,-76.7855152
York,PA,39.9625984,-76.727745
York,PA,39.9625984,-76.727745
Lincoln,RI,-9999,-9999
Smithfield,RI,41.9220433,-71.549507
Warwick,RI,41.700101,-71.4161671
Warwick,RI,41.700101,-71.4161671
Aiken,SC,33.5604168,-81.7195533
Anderson,SC,34.5034394,-82.6501333
Charleston,SC,32.7765656,-79.9309216
Columbia,SC,34.0007104,-81.0348144
Columbia,SC,34.0007104,-81.0348144
Columbia,SC,34.0007104,-81.0348144
Florence,SC,34.1954331,-79.7625625
Greenville,SC,34.8526176,-82.3940105
Taylors,SC,34.9203946,-82.2962269
Bluffton,SC,32.2371465,-80.8603868
Lexington,SC,33.9815369,-81.2362107
Mount Pleasant,SC,32.7940651,-79.8625851
Myrtle Beach,SC,33.6890603,-78.8866943
Myrtle Beach,SC,33.6890603,-78.8866943
North Charleston,SC,32.8546197,-79.9748103
Rock Hill,SC,34.2518165,-81.2550938
Simpsonville,SC,34.7370639,-82.2542834
Spartanburg,SC,34.9495672,-81.9320482
Summerville,SC,34.2090367,-81.3095413
Aberdeen,SD,45.4646985,-98.4864829
Rapid City,SD,44.0805434,-103.2310149
Sioux Falls,SD,43.5499749,-96.700327
Sioux Falls,SD,43.5499749,-96.700327
Watertown,SD,44.8994088,-97.1150732
Brentwood,TN,35.9561913,-84.0951913
Chattanooga,TN,35.0456297,-85.3096801
Hixson,TN,35.1406267,-85.2327349
Clarksville,TN,36.5297706,-87.3594529
Cleveland,TN,35.1595182,-84.8766115
Collierville,TN,35.042036,-89.6645266
Franklin,TN,35.9250637,-86.86889
Cordova,TN,35.1556451,-89.7761955
Knoxville,TN,35.9606384,-83.9207392
Franklin,TN,35.9250637,-86.86889
Germantown,TN,35.0867577,-89.8100858
Hendersonville,TN,36.3047735,-86.6199957
Cane Ridge,TN,36.022863,-86.644192
Jackson,TN,35.6145169,-88.8139469
Johnson City,TN,36.3134397,-82.3534727
Kingsport,TN,36.548434,-82.5618186
Knoxville,TN,35.9606384,-83.9207392
Knoxville,TN,35.9606384,-83.9207392
Knoxville,TN,35.9606384,-83.9207392
Knoxville,TN,35.9606384,-83.9207392
Maryville,TN,35.7564719,-83.9704593
Memphis,TN,35.1495343,-90.0489801
Memphis,TN,35.1495343,-90.0489801
Memphis,TN,35.1495343,-90.0489801
Memphis,TN,35.1495343,-90.0489801
Mount Juliet,TN,36.200055,-86.5186054
Murfreesboro,TN,35.8456213,-86.39027
Nashville,TN,36.1658899,-86.7844432
Nashville,TN,36.1658899,-86.7844432
Madison,TN,36.2561646,-86.7138861
Smyrna,TN,35.6328484,-85.7138683
Spring Hill,TN,35.681736,-88.5692191
Nashville,TN,36.1658899,-86.7844432
Abilene,TX,32.4487364,-99.7331439
Addison,TX,32.96179,-96.8291685
San Antonio,TX,29.4241219,-98.4936282
Allen,TX,33.1031744,-96.6705503
Allen,TX,33.1031744,-96.6705503
Amarillo,TX,35.2219971,-101.8312969
Arlington,TX,32.735687,-97.1080656
Atascocita,TX,29.9988306,-95.1765978
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Austin,TX,30.267153,-97.7430608
Balcones Heights,TX,29.4880086,-98.5516856
Webster,TX,29.5377315,-95.1182645
Baytown,TX,29.7355047,-94.9774274
Beaumont,TX,30.0860459,-94.1018461
Bee Cave,TX,30.3085373,-97.94501
San Antonio,TX,29.4241219,-98.4936282
Brownsville,TX,25.9017472,-97.4974838
Bryan,TX,30.6743643,-96.3699632
Burleson,TX,32.5420821,-97.3208492
Carrollton,TX,32.9537349,-96.8902816
Cedar Hill,TX,32.5884689,-96.9561152
Cedar Park,TX,30.505198,-97.8202888
Dallas,TX,32.7830556,-96.8066667
Fort Worth,TX,32.725409,-97.3208496
Clear Lake Shores,TX,29.547452,-95.0321506
College Station,TX,30.627977,-96.3344068
Conroe,TX,30.3118769,-95.4560512
Houston,TX,29.7632836,-95.3632715
Corpus Christi,TX,27.8005828,-97.396381
Cypress,TX,29.9691116,-95.6971686
Dallas,TX,32.7830556,-96.8066667
Dallas,TX,32.7830556,-96.8066667
Denton,TX,33.2148412,-97.1330683
Fort Worth,TX,32.725409,-97.3208496
El Paso,TX,31.7587198,-106.4869314
El Paso,TX,31.7587198,-106.4869314
El Paso,TX,31.7587198,-106.4869314
El Paso,TX,31.7587198,-106.4869314
Euless,TX,32.8370727,-97.0819541
Flower Mound,TX,33.0145673,-97.0969552
Fort Worth,TX,32.725409,-97.3208496
Austin,TX,30.267153,-97.7430608
Frisco,TX,33.1506744,-96.8236116
Frisco,TX,33.1506744,-96.8236116
Houston,TX,29.7632836,-95.3632715
Galveston,TX,29.3013889,-94.7977778
Garland,TX,33.5165025,-94.6693763
Georgetown,TX,30.6326942,-97.6772311
Grand Prairie,TX,32.7459645,-96.9977846
Grand Prairie,TX,32.7459645,-96.9977846
Grapevine,TX,32.9342919,-97.0780654
Harker Heights,TX,31.0835102,-97.6597377
Harlingen,TX,26.1906306,-97.6961026
Houston,TX,29.7632836,-95.3632715
Houston,TX,29.7632836,-95.3632715
Houston,TX,29.7632836,-95.3632715
Houston,TX,29.7632836,-95.3632715
Houston,TX,29.7632836,-95.3632715
Spring,TX,30.0799405,-95.4171601
Houston,TX,29.7632836,-95.3632715
Houston,TX,29.7632836,-95.3632715
Tomball,TX,30.0971621,-95.6160549
Humble,TX,29.9988312,-95.2621553
Huntsville,TX,30.7235263,-95.5507771
Hurst,TX,32.8234621,-97.1705678
Irving,TX,32.8140177,-96.9488945
Irving,TX,32.8140177,-96.9488945
Houston,TX,29.7632836,-95.3632715
Katy,TX,29.7857853,-95.8243956
Kyle,TX,29.9891052,-97.8772267
San Antonio,TX,29.4241219,-98.4936282
Lake Jackson,TX,29.0338575,-95.4343859
Lake Worth,TX,32.8048507,-97.44502
Laredo,TX,27.506407,-99.5075421
Laredo,TX,27.506407,-99.5075421
Dickinson,TX,29.4607876,-95.0513173
Lewisville,TX,33.046233,-96.994174
Longview,TX,32.5007038,-94.7404891
Dallas,TX,32.7830556,-96.8066667
Lubbock,TX,33.5778631,-101.8551665
Lubbock,TX,33.5778631,-101.8551665
Lufkin,TX,31.3382406,-94.729097
Mansfield,TX,32.5631924,-97.1416768
McAllen,TX,26.2034071,-98.2300124
Mcallen,TX,26.2034071,-98.2300124
McAllen,TX,26.2034071,-98.2300124
McKinney,TX,33.1976164,-96.6152693
Mckinney,TX,33.1976164,-96.6152693
Dallas,TX,32.7830556,-96.8066667
Mesquite,TX,32.7667955,-96.5991593
Midland,TX,31.9973456,-102.0779147
Mission,TX,26.2159066,-98.3252932
Missouri City,TX,29.6185669,-95.5377215
San Antonio,TX,29.4241219,-98.4936282
New Braunfels,TX,29.7030024,-98.1244531
Dallas,TX,32.7830556,-96.8066667
Dallas,TX,32.7830556,-96.8066667
North Richland Hills,TX,32.8342952,-97.2289029
Odessa,TX,31.8456816,-102.3676431
San Antonio,TX,29.4241219,-98.4936282
Pasadena,TX,29.6910625,-95.2091006
Pearland,TX,29.5635666,-95.2860474
Pflugerville,TX,30.4393696,-97.6200043
Plano,TX,33.0198431,-96.6988856
Plano,TX,33.0198431,-96.6988856
Port Arthur,TX,29.8988258,-93.9287815
Richardson,TX,32.9481789,-96.7297206
Fort Worth,TX,32.725409,-97.3208496
Rockwall,TX,32.9312336,-96.4597089
Rosenberg,TX,29.5571825,-95.8085623
Round Rock,TX,30.5082551,-97.678896
Rowlett,TX,32.9029017,-96.56388
San Antonio,TX,29.4241219,-98.4936282
San Angelo,TX,31.4637723,-100.4370375
San Antonio,TX,29.4241219,-98.4936282
San Antonio,TX,29.4241219,-98.4936282
Selma,TX,29.5843948,-98.3058463
San Antonio,TX,29.4241219,-98.4936282
San Antonio,TX,29.4241219,-98.4936282
San Antonio,TX,29.4241219,-98.4936282
San Antonio,TX,29.4241219,-98.4936282
San Marcos,TX,29.8832749,-97.9413941
Sherman,TX,33.6356618,-96.6088805
Houston,TX,29.7632836,-95.3632715
San Antonio,TX,29.4241219,-98.4936282
Sugar Land,TX,29.6196787,-95.6349463
Temple,TX,31.0982344,-97.342782
Texarkana,TX,33.425125,-94.0476882
Houston,TX,29.7632836,-95.3632715
Tyler,TX,32.3512601,-95.3010624
Victoria,TX,28.8052674,-97.0035982
Lewisville,TX,33.046233,-96.994174
Waco,TX,31.549333,-97.1466695
Watauga,TX,32.8579056,-97.2547371
Waxahachie,TX,32.3865312,-96.8483311
Weatherford,TX,32.7592955,-97.7972545
Houston,TX,29.7632836,-95.3632715
Houston,TX,29.7632836,-95.3632715
Magnolia,TX,30.2093794,-95.7507815
Wichita Falls,TX,33.9137085,-98.4933873
Houston,TX,29.7632836,-95.3632715
The Woodlands,TX,30.1579935,-95.4893845
Wylie,TX,33.0151201,-96.5388789
American Fork,UT,40.3768954,-111.7957645
Centerville,UT,40.9180005,-111.8721601
Salt Lake City,UT,40.7607794,-111.8910474
Layton,UT,41.0602216,-111.9710529
Orem,UT,40.2968979,-111.6946475
Riverdale,UT,41.1768888,-112.0038311
Salt Lake City,UT,40.7607794,-111.8910474
Sandy,UT,-9999,-9999
South Jordan,UT,40.5621704,-111.929658
Saint George,UT,37.1041476,-113.5841233
West Jordan,UT,40.6096698,-111.9391031
West Jordan,UT,40.6096698,-111.9391031
West Valley City,UT,40.6916132,-112.0010501
Alexandria,VA,38.8048356,-77.0469214
Alexandria,VA,38.8048356,-77.0469214
Bristol,VA,36.5964948,-82.1884666
Chantilly,VA,38.8942786,-77.4310992
Charlottesville,VA,38.0293059,-78.4766781
Chesapeake,VA,37.3079157,-75.9518758
Chesapeake,VA,37.3079157,-75.9518758
Chesapeake,VA,37.3079157,-75.9518758
Chester,VA,37.3568157,-77.4416505
Christiansburg,VA,37.1298517,-80.4089389
Colonial Heights,VA,36.9248694,-76.2460504
Culpeper,VA,38.4731815,-77.9966639
Danville,VA,36.5859718,-79.3950228
Dumfries,VA,38.5676202,-77.3280382
Fairfax,VA,38.8462236,-77.3063733
Fairfax,VA,38.8462236,-77.3063733
Falls Church,VA,38.882334,-77.1710914
Richmond,VA,37.5537575,-77.4602617
Fredericksburg,VA,37.8929082,-79.4378166
Fredericksburg,VA,37.8929082,-79.4378166
Front Royal,VA,38.9181671,-78.1944446
Gainesville,VA,38.7956706,-77.6138802
Hampton,VA,37.0298687,-76.3452218
Harrisonburg,VA,38.4495688,-78.8689156
Leesburg,VA,39.1156615,-77.5636015
Lynchburg,VA,37.4137536,-79.1422464
Manassas,VA,38.7509488,-77.4752667
Manassas,VA,38.7509488,-77.4752667
Mechanicsville,VA,37.7131892,-79.4058692
Fairfax,VA,38.8462236,-77.3063733
Newport News,VA,36.9787588,-76.428003
Norfolk,VA,36.8468146,-76.2852183
Woodbridge,VA,38.6581723,-77.2497049
Reston,VA,38.9687213,-77.3410958
Midlothian,VA,37.5059814,-77.6491578
Richmond,VA,37.5537575,-77.4602617
Richmond,VA,37.5537575,-77.4602617
Midlothian,VA,37.5059814,-77.6491578
Glen Allen,VA,37.665978,-77.5063739
Richmond,VA,37.5537575,-77.4602617
Richmond,VA,37.5537575,-77.4602617
Roanoke,VA,37.2709704,-79.9414267
Falls Church,VA,38.882334,-77.1710914
Springfield,VA,37.2707012,-76.634677
Stafford,VA,-9999,-9999
Fredericksburg,VA,37.8929082,-79.4378166
Sterling,VA,39.0062204,-77.4285992
Sterling,VA,39.0062204,-77.4285992
Virginia Beach,VA,36.8529263,-75.977985
Virginia Beach,VA,36.8529263,-75.977985
Virginia Beach,VA,36.8529263,-75.977985
Virginia Beach,VA,36.8529263,-75.977985
Glen Allen,VA,37.665978,-77.5063739
Waynesboro,VA,38.0684693,-78.8894682
Williamsburg,VA,37.2707022,-76.7074571
Williamsburg,VA,37.2707022,-76.7074571
Winchester,VA,39.1856597,-78.1633341
Winchester,VA,39.1856597,-78.1633341
Bellingham,WA,48.7595529,-122.4882249
Bonney Lake,WA,47.1770457,-122.1865056
Burlington,WA,48.4756621,-122.3254375
Everett,WA,47.9789848,-122.2020794
Bellevue,WA,47.610377,-122.2006786
Federal Way,WA,47.3223221,-122.3126222
Gig Harbor,WA,47.329264,-122.5801293
Issaquah,WA,47.5301011,-122.0326191
Kennewick,WA,46.2112458,-119.1372338
Kent,WA,47.3809335,-122.2348431
Lacey,WA,47.0342629,-122.8231915
Lake Stevens,WA,48.015098,-122.0637425
Lakewood,WA,47.1717649,-122.518458
Kelso,WA,46.146779,-122.9084445
Lynnwood,WA,47.8209301,-122.3151313
Marysville,WA,48.0517637,-122.1770818
Spokane,WA,47.6587803,-117.4260466
Tacoma,WA,47.2528769,-122.4442906
Seattle,WA,47.6062095,-122.3320708
Olympia,WA,47.0378741,-122.9006951
Puyallup,WA,47.1853785,-122.2928974
Puyallup,WA,47.1853785,-122.2928974
Redmond,WA,47.6739882,-122.121512
Renton,WA,47.4828776,-122.2170661
Richland,WA,46.2856907,-119.2844621
Seattle,WA,47.6062095,-122.3320708
Silverdale,WA,47.6445386,-122.6948697
Tukwila,WA,47.4739884,-122.2609558
Spokane,WA,47.6587803,-117.4260466
Vancouver,WA,45.6387281,-122.6614861
Vancouver,WA,45.6387281,-122.6614861
Vancouver,WA,45.6387281,-122.6614861
Wenatchee,WA,47.4234599,-120.3103494
Seattle,WA,47.6062095,-122.3320708
Woodinville,WA,47.7542651,-122.1634582
Yakima,WA,46.6020711,-120.5058987
Appleton,WI,44.2619309,-88.4153847
Appleton,WI,44.2619309,-88.4153847
Green Bay,WI,44.519159,-88.019826
Brookfield,WI,43.0605671,-88.1064787
Delafield,WI,43.060842,-88.4037079
Eau Claire,WI,44.811349,-91.4984941
Fitchburg,WI,42.9608322,-89.469843
Fond Du Lac,WI,43.7730448,-88.4470508
Franklin,WI,43.8355496,-87.9014803
Grafton,WI,43.3197265,-87.9534226
Green Bay,WI,44.519159,-88.019826
Greenfield,WI,42.9614039,-88.0125865
Hudson,WI,44.9746896,-92.7568703
Janesville,WI,42.6827885,-89.0187223
Sheboygan Falls,WI,43.7291617,-87.8106439
Onalaska,WI,43.8844092,-91.2351393
Lake Geneva,WI,42.5916836,-88.4334301
Madison,WI,43.0730517,-89.4012302
Madison,WI,43.0730517,-89.4012302
Madison,WI,43.0730517,-89.4012302
Marshfield,WI,44.6688524,-90.1717987
Menomonee Falls,WI,43.1788967,-88.1173132
Milwaukee,WI,43.0389025,-87.9064736
New Berlin,WI,42.9764027,-88.1084224
Milwaukee,WI,43.0389025,-87.9064736
Oak Creek,WI,42.8858503,-87.8631362
Oshkosh,WI,44.0247062,-88.5426136
Pleasant Prairie,WI,42.5530753,-87.9334118
Racine,WI,42.7261309,-87.7828523
Stevens Point,WI,44.5235792,-89.574563
Sturgeon Bay,WI,44.8341639,-87.3770419
Sun Prairie,WI,43.1836046,-89.2137254
Superior,WI,46.7207737,-92.1040796
Waukesha,WI,43.0116784,-88.2314813
Waukesha,WI,43.0116784,-88.2314813
Schofield,WI,44.9096907,-89.6045659
Wauwatosa,WI,43.0494572,-88.0075875
West Allis,WI,43.0166806,-88.0070315
West Milwaukee,WI,43.0125142,-87.9725861
Barboursville,WV,38.4095298,-82.2945923
Bridgeport,WV,39.2864787,-80.2561981
Charleston,WV,38.3498195,-81.6326235
Martinsburg,WV,39.4562099,-77.9638869
Morgantown,WV,39.629526,-79.9558968
Triadelphia,WV,40.0525734,-80.6284097
Casper,WY,42.866632,-106.313081
Cheyenne,WY,41.1399814,-104.8202462
